func,cwe
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE193_wchar_t_ncpy_65b_badSink(wchar_t * data)
{
    {
        wchar_t source[10+1] = SRC_STRING;
        /* Copy length + 1 to include NUL terminator from source */
        /* POTENTIAL FLAW: data may not have enough space to hold source */
        wcsncpy(data, source, wcslen(source) + 1);
        printWLine(data);
        free(data);
    }
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE193_wchar_t_ncpy_66b_badSink(wchar_t * dataArray[])
{
    /* copy data out of dataArray */
    wchar_t * data = dataArray[2];
    {
        wchar_t source[10+1] = SRC_STRING;
        /* Copy length + 1 to include NUL terminator from source */
        /* POTENTIAL FLAW: data may not have enough space to hold source */
        wcsncpy(data, source, wcslen(source) + 1);
        printWLine(data);
        free(data);
    }
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE193_wchar_t_ncpy_67b_badSink(CWE122_Heap_Based_Buffer_Overflow__c_CWE193_wchar_t_ncpy_67_structType myStruct)
{
    wchar_t * data = myStruct.structFirst;
    {
        wchar_t source[10+1] = SRC_STRING;
        /* Copy length + 1 to include NUL terminator from source */
        /* POTENTIAL FLAW: data may not have enough space to hold source */
        wcsncpy(data, source, wcslen(source) + 1);
        printWLine(data);
        free(data);
    }
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE193_wchar_t_ncpy_68b_badSink()
{
    wchar_t * data = CWE122_Heap_Based_Buffer_Overflow__c_CWE193_wchar_t_ncpy_68_badData;
    {
        wchar_t source[10+1] = SRC_STRING;
        /* Copy length + 1 to include NUL terminator from source */
        /* POTENTIAL FLAW: data may not have enough space to hold source */
        wcsncpy(data, source, wcslen(source) + 1);
        printWLine(data);
        free(data);
    }
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_loop_41_badSink(char * data)
{
    {
        size_t i;
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if source is larger than data */
        for (i = 0; i < 100; i++)
        {
            data[i] = source[i];
        }
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
        free(data);
    }
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_loop_51b_badSink(char * data)
{
    {
        size_t i;
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if source is larger than data */
        for (i = 0; i < 100; i++)
        {
            data[i] = source[i];
        }
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
        free(data);
    }
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_loop_52b_badSink(char * data)
{
    CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_loop_52c_badSink(data);
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_loop_52c_badSink(char * data)
{
    {
        size_t i;
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if source is larger than data */
        for (i = 0; i < 100; i++)
        {
            data[i] = source[i];
        }
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
        free(data);
    }
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_loop_53b_badSink(char * data)
{
    CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_loop_53c_badSink(data);
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_loop_53c_badSink(char * data)
{
    CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_loop_53d_badSink(data);
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_loop_53d_badSink(char * data)
{
    {
        size_t i;
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if source is larger than data */
        for (i = 0; i < 100; i++)
        {
            data[i] = source[i];
        }
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
        free(data);
    }
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_loop_54b_badSink(char * data)
{
    CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_loop_54c_badSink(data);
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_loop_54c_badSink(char * data)
{
    CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_loop_54d_badSink(data);
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_loop_54d_badSink(char * data)
{
    CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_loop_54e_badSink(data);
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_loop_54e_badSink(char * data)
{
    {
        size_t i;
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if source is larger than data */
        for (i = 0; i < 100; i++)
        {
            data[i] = source[i];
        }
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
        free(data);
    }
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_loop_63b_badSink(char * * dataPtr)
{
    char * data = *dataPtr;
    {
        size_t i;
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if source is larger than data */
        for (i = 0; i < 100; i++)
        {
            data[i] = source[i];
        }
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
        free(data);
    }
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_loop_64b_badSink(void * dataVoidPtr)
{
    /* cast void pointer to a pointer of the appropriate type */
    char * * dataPtr = (char * *)dataVoidPtr;
    /* dereference dataPtr into data */
    char * data = (*dataPtr);
    {
        size_t i;
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if source is larger than data */
        for (i = 0; i < 100; i++)
        {
            data[i] = source[i];
        }
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
        free(data);
    }
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_loop_65b_badSink(char * data)
{
    {
        size_t i;
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if source is larger than data */
        for (i = 0; i < 100; i++)
        {
            data[i] = source[i];
        }
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
        free(data);
    }
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_loop_66b_badSink(char * dataArray[])
{
    /* copy data out of dataArray */
    char * data = dataArray[2];
    {
        size_t i;
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if source is larger than data */
        for (i = 0; i < 100; i++)
        {
            data[i] = source[i];
        }
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
        free(data);
    }
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_loop_67b_badSink(CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_loop_67_structType myStruct)
{
    char * data = myStruct.structFirst;
    {
        size_t i;
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if source is larger than data */
        for (i = 0; i < 100; i++)
        {
            data[i] = source[i];
        }
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
        free(data);
    }
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_loop_68b_badSink()
{
    char * data = CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_loop_68_badData;
    {
        size_t i;
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if source is larger than data */
        for (i = 0; i < 100; i++)
        {
            data[i] = source[i];
        }
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
        free(data);
    }
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memcpy_41_badSink(char * data)
{
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if source is larger than data */
        memcpy(data, source, 100*sizeof(char));
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
        free(data);
    }
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memcpy_51b_badSink(char * data)
{
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if source is larger than data */
        memcpy(data, source, 100*sizeof(char));
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
        free(data);
    }
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memcpy_52b_badSink(char * data)
{
    CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memcpy_52c_badSink(data);
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memcpy_52c_badSink(char * data)
{
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if source is larger than data */
        memcpy(data, source, 100*sizeof(char));
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
        free(data);
    }
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memcpy_53b_badSink(char * data)
{
    CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memcpy_53c_badSink(data);
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memcpy_53c_badSink(char * data)
{
    CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memcpy_53d_badSink(data);
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memcpy_53d_badSink(char * data)
{
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if source is larger than data */
        memcpy(data, source, 100*sizeof(char));
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
        free(data);
    }
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memcpy_54b_badSink(char * data)
{
    CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memcpy_54c_badSink(data);
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memcpy_54c_badSink(char * data)
{
    CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memcpy_54d_badSink(data);
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memcpy_54d_badSink(char * data)
{
    CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memcpy_54e_badSink(data);
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memcpy_54e_badSink(char * data)
{
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if source is larger than data */
        memcpy(data, source, 100*sizeof(char));
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
        free(data);
    }
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memcpy_63b_badSink(char * * dataPtr)
{
    char * data = *dataPtr;
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if source is larger than data */
        memcpy(data, source, 100*sizeof(char));
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
        free(data);
    }
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memcpy_64b_badSink(void * dataVoidPtr)
{
    /* cast void pointer to a pointer of the appropriate type */
    char * * dataPtr = (char * *)dataVoidPtr;
    /* dereference dataPtr into data */
    char * data = (*dataPtr);
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if source is larger than data */
        memcpy(data, source, 100*sizeof(char));
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
        free(data);
    }
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memcpy_65b_badSink(char * data)
{
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if source is larger than data */
        memcpy(data, source, 100*sizeof(char));
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
        free(data);
    }
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memcpy_66b_badSink(char * dataArray[])
{
    /* copy data out of dataArray */
    char * data = dataArray[2];
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if source is larger than data */
        memcpy(data, source, 100*sizeof(char));
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
        free(data);
    }
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memcpy_67b_badSink(CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memcpy_67_structType myStruct)
{
    char * data = myStruct.structFirst;
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if source is larger than data */
        memcpy(data, source, 100*sizeof(char));
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
        free(data);
    }
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memcpy_68b_badSink()
{
    char * data = CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memcpy_68_badData;
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if source is larger than data */
        memcpy(data, source, 100*sizeof(char));
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
        free(data);
    }
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memmove_41_badSink(char * data)
{
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if source is larger than data */
        memmove(data, source, 100*sizeof(char));
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
        free(data);
    }
}",CWE-122
"void CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memmove_51b_badSink(char * data)
{
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possible buffer overflow if source is larger than data */
        memmove(data, source, 100*sizeof(char));
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
        free(data);
    }
}",CWE-122
